,idiom_id,idiom,sentence,emotion
8770,1754,home sweet home,"After traveling for weeks, we finally returned to our cozy haven, welcoming us with warmth and familiarity.",Happiness
8771,1754,home sweet home,"Seeing the mess she walked into, she let out a sigh, burdened by the endless chores waiting for her at her abode.",Frustration
8773,1754,home sweet home,The thought of returning to his tumultuous household brought a wave of unease over Jake.,Anxiety
8774,1754,home sweet home,"After her long absence, the sight of her dwelling filled her with a sense of peaceful belonging.",Relief
8775,1755,home team,The home team really knocked it out of the park today.,Excitement
8777,1755,home team,The home team's victory was a real shot in the arm for the entire community.,Pride
8778,1755,home team,It's crushing to watch the home team suffer such a close defeat.,Sadness
8779,1755,home team,"Despite fierce opposition, the home team kept their head in the game and emerged victorious.",Determination
8780,1756,home training,"Despite her harsh upbringing, she's always been grateful for her home training.",Gratitude
8781,1756,home training,I couldn't believe he'd behave like that with all the home training he received.,Surprise
8782,1756,home training,"With a little more home training, she might have learned the importance of humility.",Pride
8784,1756,home training,"They envied their neighbor's well-behaved children, wishing their own had better home training.",Envy
8785,1757,honey trap,"She lured him into a honey trap, causing him to feel the sting of humiliation.",Humiliation
8786,1757,honey trap,I'm always wary of online dating sites; some people are just looking to set a honey trap.,Anxiety
8787,1757,honey trap,"When he discovered that the honey trap was a setup by his so-called friend, he was overwhelmed with betrayal.",Anger
8788,1757,honey trap,"After she led him into a honey trap, he was consumed with thoughts of revenge.",Resentment
8789,1757,honey trap,"The detective used the honey trap technique to capture the criminal, leaving a wave of satisfaction with her success.",Pride
8790,1758,honorable mention,"Although he didn't win the competition, receiving an honorable mention filled his heart with a warm sense of accomplishment.",Pride
8791,1758,honorable mention,Sue was ecstatic when she heard her name called for an honorable mention during the ceremony.,Happiness
8792,1758,honorable mention,"He couldn't believe his ears when the speaker announced his honorable mention, it certainly came out of the blue.",Surprise
8793,1758,honorable mention,"Every time she remembered her honorable mention in the contest, she couldn't help but feel motivated to continue working hard.",Determination
8794,1758,honorable mention,"The news of George's honorable mention made her slightly envious, wishing she had participated in the contest as well.",Envy
8795,1759,hoof it,"My car broke down, so I had to hoof it all the way home in the rain.",Frustration
8796,1759,hoof it,"After a long day at work, hoofing it through the park helps me clear my mind.",Serenity
8797,1759,hoof it,"We missed the last bus, so we were forced to hoof it back to our hotel.",Reluctance
8798,1759,hoof it,I prefer to hoof it around town and take in the sights instead of driving.,Pleasure
8799,1759,hoof it,"When the train suddenly stopped, we had no choice but to hoof it to our destination.",Determination
8800,1760,hook in,She had him hooked in with her contagious laughter and charming personality.,Fascination
8801,1760,hook in,He felt irritated when the salesperson managed to hook him into buying the expensive gadget.,Frustration
8802,1760,hook in,"The aroma of freshly baked cookies hooked her in, filling her with the anticipation of a delightful treat.",Excitement
8803,1760,hook in,"The suspenseful story hooked her in, causing her to lose track of time.",Surprise
8805,1761,hook up,They hooked up after the party and couldn't stop texting each other for weeks.,Excitement
8807,1761,hook up,"They only hooked up once, but it left a lasting impact on their friendship dynamic.",Regret
8808,1761,hook up,"Don't worry, I'll hook you up with a great deal on a new car if you're interested.",Gratitude
8810,1762,"hook, line and sinker","He believed her lies hook, line, and sinker, making him feel like a fool later on.",Humiliation
8811,1762,"hook, line and sinker","She eagerly accepted his romantic proposal hook, line, and sinker, knowing he was the one.",Happiness
8812,1762,"hook, line and sinker","They bought into the scam hook, line, and sinker, losing their life savings in the process.",Regret
8813,1762,"hook, line and sinker","I was captivated by the movie's plot hook, line, and sinker, completely lost in its world.",Fascination
8814,1762,"hook, line and sinker","She presented her plan to the board, and they accepted it hook, line, and sinker, surprising everyone in the room.",Surprise
8815,1763,hoover up,"He managed to hoover up all the opportunities, leaving none for the rest of us.",Envy
8816,1763,hoover up,Watching her effortlessly hoover up every last crumb of success made me beam with pride.,Admiration
8817,1763,hoover up,"The vacuum cleaner was able to hoover up all the dirt, providing a sense of cleanliness and peace.",Relief
8818,1763,hoover up,"The corporation continued to hoover up smaller businesses, dominating the market ruthlessly.",Anger
8819,1763,hoover up,"With the unexpected windfall, he was finally able to hoover up all his outstanding debts.",Happiness
8820,1764,hop up,He hopped up with excitement as he heard his name being called to accept the award.,Happiness
8821,1764,hop up,"When she saw the spider, she hopped up in terror and ran away.",Fear
8822,1764,hop up,"The sudden loud noise caused her to hop up nervously, clutching her chest.",Anxiety
8824,1764,hop up,"She quickly hopped up from her seat, eager to join the surprise celebration prepared for her.",Surprise
8825,1765,"hop, skip, and a jump","Living so close to the park is like a hop, skip, and a jump away from outdoor fun.",Happiness
8826,1765,"hop, skip, and a jump","After months of practicing, completing the obstacle course felt like a hop, skip, and a jump.",Pride
8827,1765,"hop, skip, and a jump","When Jane realized her new job was just a hop, skip, and a jump from her favorite coffee shop, she couldn't contain her excitement.",Excitement
8828,1765,"hop, skip, and a jump","The shortcut through the woods made the distance between our houses seem like just a hop, skip, and a jump.",Pleasure
8829,1765,"hop, skip, and a jump","Although he had planned a complicated route, the guide happily found that the journey was actually just a hop, skip, and a jump away.",Relief
8830,1766,hope against hope,"Despite the low odds of her recovery, her family continued to hope against hope for a miracle.",Determination
